RHBMM,Accuracyyy,AGE,DRESS,Home,Jail
1,0.7742,senior,black,city,no
1,0.6676,middle,green,city,no
0,0.801,middle,green,city,no
1,0.6699,youth,green,city,no
1,0.6092,middle,red,city,no
1,0.621,youth,green,city,yes
0,0.7089,youth,black,city,no
0,0.6229,youth,red,city,no
0,0.7077,middle,black,city,no
1,0.7244,youth,green,city,no
0,0.6163,senior,black,city,no
0,0.4709,youth,red,city,no
1,0.8242,youth,green,forest,no
1,0.7506,senior,green,city,no
1,0.8574,youth,black,city,no
1,0.4033,youth,green,city,no
1,0.8981,youth,black,city,no
1,0.688,youth,green,city,yes
0,0.8568,middle,black,city,no
0,0.3696,senior,green,city,yes
1,0.5668,youth,black,forest,no
0,0.8087,middle,green,city,no
1,0.7148,senior,black,city,no
1,0.66,youth,black,forest,no
0,0.6557,middle,black,city,no
0,0.839,senior,green,city,no
0,0.6284,youth,red,forest,yes
1,0.6428,youth,black,city,no
1,0.6932,middle,black,city,no
0,0.2193,middle,red,forest,no
0,0.4735,senior,green,city,no
1,0.6588,senior,green,city,no
1,0.7822,youth,black,city,no
1,0.8902,senior,green,city,no
1,0.773,senior,green,forest,no
1,0.9097,youth,black,city,no
1,0.9024,youth,green,city,no
1,0.4776,senior,green,forest,no
0,0.6599,senior,black,city,no
1,0.7603,middle,green,city,no
0,0.6925,middle,red,city,no
1,0.5293,youth,black,forest,no
0,0.5574,middle,black,city,no
0,0.743,middle,red,forest,no
0,0.6491,middle,black,city,no
0,0.9149,senior,red,city,no
1,0.6437,youth,green,forest,no
1,0.8078,middle,black,city,no
0,0.8707,senior,black,city,no
0,0.6202,youth,black,city,no
1,0.7062,youth,black,city,no
0,0.663,middle,black,city,no
1,0.6923,middle,black,forest,no
0,0.4003,youth,red,city,no
0,0.8406,middle,red,forest,no
0,0.6775,middle,black,city,no
0,0.5506,youth,red,city,no
1,0.8629,youth,red,city,no
1,0.7433,senior,black,forest,no
1,0.6643,senior,green,forest,no
0,0.4074,senior,red,forest,no
1,0.8462,middle,black,forest,no
0,0.54990000000000006,senior,red,forest,no
0,0.4326,middle,red,city,no
1,0.5199,youth,green,city,no
1,0.6275,middle,red,city,yes
1,0.7857,youth,green,forest,no
1,0.4196,senior,black,city,no
0,0.8933,middle,red,city,no
0,0.6673,senior,green,city,no
0,0.6922,youth,black,city,yes
1,0.5776,middle,black,city,yes
0,0.4006,youth,red,city,no
0,0.818,middle,black,city,yes
1,0.7218,youth,green,city,no
0,0.5054,middle,black,forest,no
0,0.3746,youth,black,city,no
1,0.8595,middle,black,city,no
0,0.755,middle,black,city,no
0,0.4955,senior,red,city,no
1,0.5094,middle,green,forest,yes
1,0.6888,youth,green,city,no
1,0.7261,youth,red,city,no
1,0.6609,youth,green,forest,no
1,0.5166,middle,red,city,no
1,0.6704,middle,black,forest,yes
1,0.7529,middle,black,forest,no
1,0.7459,youth,black,city,yes
1,0.7106,senior,green,forest,no
1,0.8104,middle,black,city,no
1,0.8216,youth,black,forest,no
1,0.575,youth,green,forest,no
1,0.8886,senior,black,city,yes
1,0.7167,youth,black,forest,yes
1,0.8702,middle,black,forest,no
1,0.7092,youth,black,city,no
0,0.6214,senior,green,city,no
0,0.605,youth,red,city,no
0,0.6698,youth,red,city,no
1,0.725,middle,green,forest,yes
0,0.6957,youth,red,city,no
0,0.8079,middle,red,city,no
1,0.6052,youth,green,forest,no
1,0.8595,middle,green,city,no
1,0.7668,youth,red,city,no
1,0.7002,middle,green,forest,no
1,0.7133,middle,green,city,yes
1,0.6126,middle,black,forest,yes
1,0.6855,youth,green,city,no
0,0.7269,youth,red,city,no
1,0.6326,senior,green,city,no
1,0.595,youth,green,city,yes
1,0.7078,youth,red,city,no
1,0.6526,youth,black,forest,no
0,0.862,middle,black,city,no
0,0.7718,middle,red,city,no
0,0.8558,middle,black,city,no
1,0.6406,youth,black,forest,no
1,0.7413,middle,green,city,no
0,0.5403,senior,green,city,no
1,0.6629,youth,green,forest,no
0,0.6939,youth,red,city,no
0,0.6504,senior,black,city,no
0,0.7861,middle,black,city,no
1,0.7514,middle,black,forest,no
0,0.716,youth,black,city,no
0,0.6483,youth,green,city,no
1,0.6587,youth,green,forest,no
0,0.6664,youth,green,city,yes
1,0.5389,youth,green,forest,no
1,0.6878,youth,black,forest,no
1,0.7876,middle,red,city,no
0,0.7007,youth,red,forest,no
0,0.6711,youth,red,city,yes
1,0.6341,youth,green,forest,no
0,0.7841,youth,black,city,no
1,0.525,youth,green,city,no
1,0.8547,middle,green,city,no
0,0.9347,senior,green,city,no
1,0.8061,middle,black,city,no
0,0.6627,youth,green,city,no
0,0.8128,middle,black,city,no
1,0.7176,middle,green,forest,no
1,0.5658,youth,red,city,no
0,0.7809,youth,black,city,no
0,0.7435,senior,black,city,yes
1,0.8836,youth,green,forest,no
1,0.6456,youth,green,forest,no
0,0.7609,youth,red,forest,no
1,0.7045,senior,black,city,no
0,0.6156,youth,black,city,no
1,0.5027,middle,black,city,no
0,0.7023,middle,black,city,no
1,0.8625,youth,green,city,no
0,0.5239,youth,red,city,no
0,0.4315,youth,black,forest,no
0,0.7795,youth,red,city,no
1,0.6332,youth,green,forest,no
1,0.5974,senior,green,city,no
0,0.7759,middle,black,city,yes
0,0.5944,middle,green,city,yes
0,0.6559,youth,black,city,yes
1,0.7621,youth,black,city,no
1,0.6843,senior,black,city,no
0,0.8217,middle,red,city,no
0,0.9099,senior,red,forest,yes
0,0.4804,youth,red,forest,no
1,0.8156,middle,green,forest,no
1,0.6554,youth,green,forest,yes
0,0.662,middle,red,city,no
1,0.6894,middle,red,forest,no
1,0.8366,youth,green,city,no
1,0.4765,middle,green,forest,no
1,0.4495,middle,green,city,no
0,0.7534,youth,red,city,yes
0,0.7111,youth,green,city,no
1,0.6987,middle,black,forest,no
0,0.7091,senior,red,forest,no
1,0.7021,middle,green,city,no
0,0.745,youth,black,city,no
1,0.8692,youth,green,city,no
0,0.8292,middle,black,city,no
0,0.6565,middle,green,city,no
0,0.73740000000000006,youth,red,city,no
1,0.7547,youth,black,forest,no
1,0.4875,middle,red,forest,no
0,0.7522,middle,red,city,no
0,0.6205,middle,green,city,no
0,0.7131,middle,black,city,no
0,0.7885,youth,black,city,no
0,0.4135,youth,black,city,no
0,0.6963,senior,red,city,no
1,0.7975,middle,black,city,no
1,0.8434,youth,green,city,no
0,0.8572,middle,red,city,no
1,0.8379,middle,red,forest,no
0,0.6048,middle,red,forest,no
1,0.511,youth,black,forest,no
0,0.3905,middle,green,city,no
1,0.4903,youth,red,city,no
1,0.7888,middle,green,city,no
1,0.6966,youth,black,forest,no
0,0.7592,middle,red,city,no
1,0.5402,youth,green,city,no
0,0.4626,middle,black,city,no
0,0.6878,middle,black,city,no
0,0.7824,middle,green,city,no
1,0.5457,middle,black,city,no
1,0.8742,youth,black,city,no
1,0.674,middle,green,city,no
1,0.7377,youth,black,forest,yes
0,0.7112,senior,black,forest,no
1,0.8386,youth,green,forest,yes
1,0.7466,youth,green,city,no
0,0.9198,senior,black,city,no
0,0.8645,senior,black,city,no
0,0.6383,senior,black,city,no
0,0.8091,youth,black,city,no
0,0.4777,middle,green,city,no
1,0.7229,middle,green,city,no
0,0.7648,middle,black,city,no
0,0.7589,senior,green,city,no
0,0.4744,senior,red,city,no
0,0.4703,youth,black,forest,no
0,0.789,middle,black,city,no
0,0.6161,youth,black,city,no
0,0.4835,youth,green,city,no
1,0.6907,senior,black,city,no
0,0.7257,middle,black,city,yes
0,0.7177,senior,red,city,no
0,0.886,youth,black,city,no
1,0.5243,youth,black,city,no
1,0.5767,senior,red,city,no
0,0.6636,senior,black,forest,no
0,0.5783,middle,green,city,yes
0,0.6607,youth,red,city,yes
1,0.8834,senior,black,forest,no
0,0.8449,youth,green,city,no
0,0.4278,middle,green,city,no
0,0.686,senior,black,city,no
1,0.7028,youth,black,forest,yes
0,0.667,senior,black,city,no
0,0.587,middle,red,city,no
1,0.828,middle,black,city,no
1,0.4856,middle,red,forest,yes
1,0.6081,youth,green,forest,no
1,0.5968,youth,red,city,no
0,0.7292,middle,red,forest,no
1,0.669,youth,black,forest,no
1,0.6478,youth,black,forest,no
1,0.6469,youth,black,city,no
1,0.6745,middle,green,city,no
1,0.7934,youth,red,forest,no
0,0.7018,senior,green,city,no
1,0.6111,senior,green,forest,no
1,0.729,senior,green,forest,no
1,0.7016,middle,black,forest,no
1,0.6611,youth,black,forest,yes
1,0.7211,middle,green,forest,no
1,0.714,middle,black,city,no
1,0.7566,youth,green,city,no
1,0.8239,middle,green,forest,no
0,0.5236,senior,red,city,no
1,0.7179,youth,red,forest,no
0,0.7003,middle,red,city,no
1,0.6196,youth,green,city,no
1,0.8106,youth,black,city,no
0,0.6995,senior,black,city,no
0,0.8635,middle,black,forest,no
0,0.7358,youth,black,city,no
0,0.5298,youth,green,city,no
0,0.7269,middle,black,city,no
1,0.8031,middle,red,city,no
1,0.8097,youth,black,city,yes
1,0.7311,youth,green,forest,no
1,0.6677,middle,green,city,no
1,0.6695,youth,green,forest,no
0,0.8538,youth,black,city,no
0,0.6118,youth,black,city,no
0,0.7102,middle,green,city,no
1,0.6704,youth,green,city,yes
1,0.7361,middle,green,forest,no
1,0.6586,senior,black,forest,no
0,0.6766,youth,red,city,no
1,0.8075,youth,green,city,no
0,0.5666,youth,red,forest,no
0,0.6353,middle,red,forest,no
1,0.7848,youth,green,city,no
0,0.777,senior,red,city,no
1,0.5774,middle,black,city,yes
1,0.6608,senior,green,city,no
1,0.731,youth,green,city,no
0,0.7371,youth,red,city,no
0,0.7465,middle,red,forest,no
1,0.6736,youth,black,city,no
0,0.7675,youth,green,city,yes
1,0.5689,youth,black,forest,yes
1,0.8444,youth,green,forest,no
1,0.7683,youth,green,city,no
1,0.5748,middle,black,city,no
1,0.574,senior,green,city,no
0,0.7729,youth,black,city,no
0,0.7492,youth,green,city,no
0,0.7959,middle,black,city,yes
1,0.6707,middle,green,city,yes
0,0.5104,middle,green,city,no
0,0.638,middle,green,city,no
1,0.5411,youth,green,forest,yes
1,0.6484,youth,black,forest,no
0,0.6237,youth,red,city,no
1,0.618,youth,black,forest,no
0,0.6344,senior,black,city,no
0,0.662,youth,black,forest,no
1,0.5394,middle,red,forest,no
1,0.6604,middle,red,city,no
1,0.681,youth,red,city,no
1,0.7495,youth,green,forest,no
1,0.6397,youth,green,forest,no
1,0.7951,middle,black,city,no
0,0.7752,youth,red,forest,no
1,0.7161,youth,red,city,no
1,0.8747,senior,green,city,no
0,0.8198,senior,black,forest,no
1,0.7745,youth,black,forest,no
0,0.6288,youth,red,city,no
0,0.9318,youth,green,city,no
1,0.9212,senior,black,city,no
0,0.7258,youth,black,city,yes
1,0.9065,youth,black,forest,no
1,0.7231,middle,green,forest,no
1,0.6633,youth,black,city,no
0,0.4038,senior,red,forest,no
0,0.6328,middle,red,city,no
0,0.7246,senior,red,city,no
0,0.701,senior,red,city,no
1,0.7595,middle,red,forest,no
1,0.8611,middle,black,forest,no
1,0.6597,youth,black,city,no
0,0.6765,middle,black,city,no
1,0.7021,youth,green,forest,no
0,0.634,senior,red,city,yes
1,0.7723,middle,green,city,no
0,0.9046,youth,black,forest,no
0,0.6456,senior,red,city,no
1,0.7966,senior,green,city,no
1,0.6471,youth,green,forest,no
1,0.5532,senior,green,city,no
1,0.6688,youth,black,city,no
1,0.8746,youth,black,city,no
1,0.7813,middle,black,city,no
0,0.8512,senior,red,city,no
1,0.4917,youth,green,city,no
1,0.6494,senior,black,forest,no
1,0.7938,senior,black,city,no
1,0.8617,youth,black,city,no
1,0.7764,youth,black,city,no
0,0.777,youth,red,city,no
1,0.4552,youth,black,city,no
0,0.8951,youth,red,city,no
0,0.686,youth,red,city,no
1,0.6766,middle,black,city,no
1,0.8207,youth,black,city,no
1,0.4958,senior,green,city,yes
1,0.5069,senior,red,city,no
1,0.6605,middle,green,forest,no
0,0.6438,youth,red,city,no
1,0.7834,middle,black,city,no
0,0.6248,middle,black,city,no
0,0.884,middle,black,city,no
1,0.7133,middle,green,city,no
0,0.8338,senior,red,city,no
1,0.791,middle,red,city,yes
1,0.7814,middle,red,forest,no
0,0.7564,youth,black,city,no
0,0.8166,youth,black,city,yes
1,0.755,youth,black,city,no
0,0.6393,middle,black,city,no
1,0.9003,youth,green,forest,no
1,0.6969,middle,green,city,no
1,0.8197,youth,black,forest,no
1,0.7195,youth,black,city,no
1,0.7901,youth,black,forest,no
1,0.5597,youth,red,forest,no
0,0.5595,middle,red,city,no
1,0.7669,youth,black,city,no
1,0.8716,senior,black,city,no
1,0.8376,youth,green,city,yes
1,0.7991,senior,green,city,no
0,0.6793,youth,black,forest,no
0,0.6614,youth,black,city,yes
0,0.8762,senior,green,city,no
1,0.8386,middle,black,forest,no
1,0.5463,middle,black,city,no
1,0.7864,middle,black,city,no
1,0.8364,senior,black,city,no
1,0.7298,middle,green,forest,no
0,0.9083,middle,red,city,no
1,0.7527,middle,green,forest,no
0,0.7348,youth,red,city,no
1,0.5405,youth,green,forest,yes
0,0.7357,youth,red,city,no
1,0.6985,middle,green,forest,yes
1,0.6956,youth,green,forest,no
1,0.5824,middle,red,forest,no
0,0.7966,middle,red,city,no
0,0.6962,senior,green,city,no
0,0.5874,middle,red,city,no
1,0.7094,youth,red,forest,no
0,0.5913,senior,black,city,no
0,0.891,youth,green,city,no
1,0.7299,youth,red,city,yes
0,0.7507,senior,red,city,no
1,0.6737,youth,green,forest,no
0,0.5872,senior,red,city,no
1,0.6204,youth,black,city,no
1,0.5724,youth,green,forest,no
1,0.6951,youth,green,forest,no
0,0.7973,youth,black,city,no
1,0.7676,senior,black,forest,no
1,0.6342,middle,green,forest,no
1,0.7433,youth,black,city,no
1,0.8939,youth,green,forest,yes
0,0.49370000000000003,middle,green,city,no
1,0.8137,middle,green,city,yes
0,0.7566,youth,black,city,no
0,0.5271,youth,black,city,no
0,0.6165,youth,red,city,no
1,0.7376,youth,red,city,no
1,0.744,middle,black,city,no
1,0.9582,youth,black,city,no
1,0.9222,senior,green,city,no
0,0.5773,youth,red,city,no
1,0.6076,senior,green,city,no
0,0.7585,youth,green,city,no
0,0.7793,senior,green,city,no
0,0.5012,youth,black,city,no
1,0.8564,youth,red,city,no
1,0.6265,senior,black,forest,no
0,0.8095,senior,black,city,no
1,0.6608,middle,green,forest,yes
0,0.4193,youth,red,city,no
1,0.77,senior,black,city,no
0,0.767,youth,red,city,no
0,0.7215,middle,black,city,no
0,0.5927,youth,red,city,no
1,0.8296,senior,green,city,no
0,0.8078,senior,black,city,no
1,0.622,middle,green,city,no
1,0.5487,youth,green,city,no
0,0.6678,middle,red,city,no
0,0.6871,youth,green,city,no
0,0.7597,youth,black,city,no
1,0.6927,middle,green,forest,yes
0,0.4168,youth,red,city,no
0,0.8386,middle,green,city,no
1,0.6842,middle,green,city,no
1,0.7156,middle,green,forest,no
0,0.8058,youth,black,city,no
1,0.8138,youth,black,city,no
1,0.7103,youth,green,forest,no
0,0.7571,middle,red,city,no
1,0.7622,youth,black,forest,no
1,0.7073,youth,green,forest,no
1,0.7617,senior,red,forest,no
1,0.6735,middle,black,city,no
0,0.8437,youth,black,city,no
0,0.553,middle,green,city,no
1,0.9001,senior,black,forest,no
1,0.7186,youth,black,forest,no
0,0.7101,youth,black,forest,no
1,0.6968,middle,red,city,no
1,0.6858,youth,black,forest,no
0,0.776,youth,red,city,no
0,0.604,youth,red,forest,no
0,0.7211,youth,black,city,no
0,0.74,senior,black,city,no
0,0.5149,youth,black,forest,no
1,0.8581,youth,black,city,no
1,0.6438,youth,green,forest,no
0,0.7007,youth,black,city,no
1,0.8858,middle,green,city,no
1,0.6474,senior,black,forest,no
1,0.7544,senior,red,forest,no
0,0.6576,youth,green,city,no
0,0.8626,middle,red,city,no
1,0.7238,middle,green,city,no
1,0.7911,middle,black,forest,no
0,0.5696,senior,green,city,no
1,0.7812,middle,green,forest,no
0,0.7064,youth,black,city,no
0,0.7231,youth,red,forest,no
1,0.9448,middle,black,city,no
0,0.7117,youth,black,city,no
0,0.7828,senior,red,forest,no
1,0.569,youth,red,forest,no
0,0.7355,senior,green,city,no
1,0.8222,youth,black,forest,no
1,0.8582,youth,red,forest,yes
0,0.7743,youth,red,city,no
1,0.8518,youth,green,city,no
0,0.5123,senior,green,city,no
1,0.6845,youth,green,forest,no
0,0.7961,youth,red,city,no
1,0.8659,middle,red,forest,no
0,0.6377,youth,black,forest,yes
0,0.5274,middle,black,city,no
0,0.6853,youth,green,city,no
0,0.5281,youth,black,city,no
0,0.7846,middle,green,city,no
1,0.7355,senior,red,city,no
0,0.6223,senior,black,city,no
1,0.5344,middle,red,city,no
1,0.7596,senior,black,city,no
0,0.7415,youth,black,city,no
1,0.7795,youth,black,city,no
0,0.8726,youth,black,city,no
1,0.6782,senior,black,city,yes
0,0.6941,senior,red,city,no
1,0.4952,youth,green,city,no
1,0.8801,senior,red,city,no
1,0.7575,youth,black,forest,no
1,0.7712,youth,black,city,no
1,0.5663,youth,red,forest,no
0,0.7836,middle,green,city,no
1,0.6008,youth,green,forest,no
0,0.4339,youth,green,city,no
1,0.5971,middle,black,forest,no
0,0.6857,senior,green,city,no
1,0.6687,youth,black,forest,no
1,0.8633,youth,black,city,no
1,0.8941,youth,black,city,no
0,0.652,senior,red,city,no
1,0.7985,youth,green,city,no
0,0.7587,middle,red,city,no
1,0.8441,senior,green,forest,no
1,0.757,senior,black,forest,no
0,0.612,senior,black,city,no
1,0.691,middle,green,forest,no
0,0.4712,youth,red,city,no
0,0.3092,youth,black,city,no
0,0.8506,youth,red,forest,yes
1,0.7128,middle,green,city,no
0,0.6857,senior,black,forest,no
0,0.7733,youth,black,city,no
0,0.8105,youth,red,city,no
0,0.7449,senior,red,city,no
0,0.8621,middle,red,city,no
1,0.7248,middle,black,city,yes
0,0.9565,senior,black,city,no
0,0.6632,youth,red,city,yes
1,0.3965,senior,black,city,no
0,0.7587,youth,black,city,yes
1,0.7435,youth,black,forest,no
0,0.491,youth,black,city,no
0,0.6369,middle,black,city,no
1,0.5196,youth,black,city,no
0,0.4198,middle,red,forest,no
0,0.8347,youth,black,city,no
0,0.8715,senior,black,city,no
1,0.7003,youth,black,city,yes
0,0.8408,youth,black,city,no
1,0.746,senior,red,forest,no
0,0.5825,youth,black,city,no
1,0.6038,youth,red,city,no
0,0.8186,middle,red,forest,no
1,0.5357,middle,red,city,no
0,0.5103,senior,red,city,no
1,0.8451,middle,black,forest,no
1,0.6321,youth,green,city,no
0,0.6593,senior,black,city,no
0,0.4286,middle,black,city,no
1,0.737,youth,green,forest,no
1,0.6708,middle,green,city,no
0,0.6502,youth,green,city,no
1,0.882,middle,red,city,yes
1,0.7458,middle,black,city,no
1,0.5367,senior,red,forest,no
1,0.845,middle,green,city,no
0,0.4882,middle,green,city,no
1,0.6843,senior,black,forest,no
0,0.7846,senior,black,city,no
1,0.7788,senior,red,forest,no
1,0.7346,middle,black,forest,yes
1,0.5756,youth,green,city,no
1,0.732,senior,black,city,no
0,0.5198,youth,red,city,no
1,0.7925,middle,black,forest,no
0,0.5667,youth,red,forest,no
0,0.5664,youth,black,city,no
0,0.8197,senior,red,city,no
0,0.8717,youth,red,city,no
1,0.881,middle,black,city,no
0,0.5539,youth,black,forest,no
1,0.9471,middle,black,city,no
0,0.8812,middle,red,city,no
1,0.6688,senior,green,city,no
0,0.7038,youth,red,city,no
0,0.8018,senior,black,city,no
0,0.4395,middle,red,city,no
1,0.8667,middle,green,city,no
0,0.6276,middle,black,city,no
0,0.6898,youth,black,city,no
0,0.5901,youth,red,city,no
1,0.6707,youth,red,city,yes
1,0.75,youth,red,forest,no
1,0.727,middle,green,forest,no
1,0.6099,youth,black,city,no
1,0.7892,middle,green,city,no
1,0.7385,senior,green,forest,no
1,0.669,middle,green,city,no
1,0.6032,youth,green,forest,yes
0,0.5617,middle,red,forest,no
1,0.5859,youth,black,forest,yes
