RHBMM,Accuracyyy,AGE,DRESS,Home,Jail
0,0.7738,youth,black,city,no
1,0.8648,senior,black,forest,no
0,0.9355,senior,black,forest,no
1,0.6132,youth,red,city,no
0,0.8829,youth,red,forest,no
1,0.6464,youth,black,forest,no
1,0.6673,youth,black,city,no
0,0.4105,middle,green,city,yes
0,0.4871,youth,black,city,no
1,0.7846,youth,green,forest,no
1,0.8824,middle,green,city,no
0,0.6848,senior,red,city,no
0,0.5238,youth,green,city,no
1,0.6839,youth,black,city,no
1,0.6938,senior,green,city,yes
1,0.766,youth,red,city,yes
0,0.7023,middle,green,city,no
0,0.5563,youth,black,city,no
0,0.6264,senior,black,city,no
0,0.7239,middle,green,city,yes
1,0.5932,senior,green,forest,yes
0,0.7063,youth,green,city,no
0,0.661,senior,green,city,no
1,0.6308,youth,green,city,yes
1,0.6845,middle,green,forest,no
0,0.7899,youth,red,city,no
0,0.6996,senior,red,city,no
0,0.6279,middle,black,city,no
1,0.7143,senior,green,city,no
1,0.9264,senior,red,city,no
1,0.8645,senior,black,forest,yes
0,0.5094,youth,black,city,no
0,0.5287,middle,black,city,no
1,0.6949,youth,black,forest,no
1,0.7169,middle,red,forest,yes
0,0.8389,youth,green,city,no
1,0.7299,senior,black,forest,no
0,0.6015,middle,green,city,no
1,0.6905,youth,red,city,no
1,0.8979,youth,black,forest,yes
1,0.7761,youth,green,city,no
0,0.602,middle,red,city,no
1,0.6563,senior,black,forest,yes
0,0.5753,senior,black,forest,no
0,0.7732,youth,red,forest,no
0,0.5212,youth,black,city,no
1,0.6955,youth,red,forest,no
0,0.6927,senior,black,city,no
0,0.8662,middle,green,city,no
1,0.7741,senior,red,forest,no
0,0.667,youth,black,city,no
1,0.5465,senior,black,city,no
1,0.7863,middle,black,city,yes
0,0.6269,senior,red,city,no
1,0.6358,middle,green,forest,yes
1,0.8591,senior,red,forest,no
1,0.7912,senior,green,city,no
0,0.5199,youth,red,city,no
0,0.7158,youth,green,city,no
0,0.484,senior,red,city,no
1,0.7551,youth,green,forest,no
0,0.7247,middle,green,city,no
0,0.822,senior,red,city,no
0,0.6045,senior,red,city,no
0,0.7302,senior,black,city,no
1,0.6682,senior,green,city,yes
0,0.6459,youth,green,city,no
0,0.693,middle,red,city,no
0,0.6227,youth,black,city,no
1,0.6295,youth,green,forest,no
0,0.4263,middle,black,city,no
1,0.5968,youth,black,forest,no
0,0.7722,youth,red,city,no
1,0.6563,senior,black,city,no
1,0.6579,youth,green,city,no
0,0.8087,middle,red,forest,no
1,0.6863,middle,black,forest,no
1,0.6506,middle,green,city,no
1,0.6873,youth,green,city,yes
1,0.8445,youth,black,city,no
1,0.6036,middle,green,forest,no
1,0.5986,youth,black,city,no
1,0.3856,youth,green,city,no
1,0.8001,middle,black,city,no
0,0.7709,middle,green,city,yes
0,0.7862,middle,red,forest,no
1,0.5988,youth,red,city,no
0,0.5457,senior,black,city,no
1,0.8172,youth,red,city,no
1,0.6047,senior,green,city,no
1,0.8564,youth,black,forest,yes
1,0.6539,youth,red,city,no
1,0.7717,middle,black,city,yes
0,0.7214,youth,green,city,no
0,0.602,middle,green,city,yes
0,0.7783,youth,green,city,no
0,0.7791,senior,red,city,yes
1,0.5105,youth,black,city,no
0,0.822,youth,black,city,no
1,0.8526,middle,black,forest,no
1,0.6754,middle,green,city,no
0,0.6178,youth,black,city,yes
1,0.7163,youth,green,city,yes
1,0.7652,youth,green,forest,no
0,0.4332,middle,black,city,no
1,0.5535,youth,green,forest,no
1,0.5268,senior,black,forest,no
1,0.7132,middle,black,forest,no
1,0.6598,middle,black,city,no
1,0.8702,youth,black,forest,no
1,0.7066,senior,green,city,no
0,0.6275,middle,black,city,no
1,0.6022,youth,black,city,no
1,0.8452,middle,red,city,no
0,0.7607,middle,green,city,no
1,0.9387,youth,green,city,no
0,0.6768,youth,red,city,no
1,0.7274,middle,green,forest,no
0,0.5517,youth,black,forest,no
1,0.8887,middle,red,city,yes
0,0.7899,youth,green,city,no
1,0.555,middle,black,forest,no
0,0.7967,youth,red,city,no
0,0.6803,senior,red,city,no
0,0.6482,middle,black,city,no
1,0.5205,middle,black,forest,yes
1,0.7266,youth,green,forest,no
1,0.5938,senior,black,forest,no
1,0.6426,middle,black,forest,no
0,0.7046,senior,green,city,no
0,0.6785,youth,green,city,no
1,0.6841,middle,black,city,yes
0,0.588,youth,green,city,no
0,0.5926,youth,red,city,no
0,0.8186,youth,black,city,no
1,0.7251,youth,black,forest,no
1,0.7382,senior,green,city,no
0,0.7475,senior,red,city,no
0,0.6454,senior,red,city,no
0,0.8447,youth,black,city,no
1,0.8243,youth,green,forest,no
1,0.6831,youth,red,city,no
0,0.6234,middle,black,forest,yes
0,0.8755,youth,red,city,no
1,0.5337,middle,red,city,no
1,0.5974,middle,red,forest,yes
0,0.774,youth,green,city,yes
0,0.8136,youth,black,city,no
1,0.8716,youth,black,forest,no
1,0.6467,middle,green,forest,no
1,0.6894,middle,black,forest,no
1,0.4754,middle,green,city,no
0,0.7257,middle,red,city,no
0,0.5348,youth,green,city,no
0,0.6121,youth,red,forest,no
1,0.7989,middle,green,city,no
1,0.522,middle,black,city,no
0,0.7373,middle,black,city,no
1,0.6784,senior,black,city,no
1,0.6199,youth,black,forest,no
0,0.7489,youth,black,city,no
0,0.6677,middle,red,city,no
0,0.4318,youth,red,city,no
0,0.7157,youth,black,city,no
0,0.6403,senior,black,city,no
0,0.8209,youth,black,city,no
1,0.7161,middle,green,city,yes
1,0.6762,youth,red,forest,no
1,0.7516,middle,red,city,yes
0,0.7379,middle,red,city,no
1,0.4967,youth,black,forest,no
1,0.724,senior,black,forest,yes
1,0.6831,senior,black,city,no
0,0.9055,senior,green,city,no
1,0.6117,youth,green,forest,no
0,0.5551,youth,black,city,no
0,0.8365,senior,red,city,no
1,0.6043,middle,green,forest,no
0,0.6442,middle,black,city,no
1,0.3898,middle,green,city,yes
1,0.6784,youth,black,forest,no
1,0.6129,middle,black,city,no
1,0.8785,senior,black,forest,no
1,0.399,middle,black,forest,no
1,0.7098,youth,green,forest,no
0,0.4721,senior,black,city,no
1,0.6234,middle,green,city,no
1,0.5717,youth,green,city,no
0,0.6251,middle,red,city,yes
1,0.7933,youth,red,forest,no
0,0.8287,middle,black,city,no
0,0.7365,senior,red,city,no
0,0.8205,youth,green,city,no
1,0.8143,middle,black,forest,no
0,0.7979,youth,red,city,no
0,0.5855,senior,red,city,no
1,0.6646,middle,black,forest,no
1,0.6747,youth,black,forest,no
1,0.7014,middle,black,forest,no
0,0.7043,youth,red,city,no
0,0.5549,youth,green,city,no
1,0.788,middle,green,city,yes
0,0.7708,middle,green,city,no
1,0.6874,middle,red,city,yes
1,0.7911,middle,green,city,no
0,0.7907,middle,black,city,no
1,0.6364,youth,green,city,no
1,0.5998,senior,black,city,no
0,0.6146,middle,red,forest,no
0,0.5939,senior,red,city,no
1,0.7656,senior,red,city,no
1,0.5611,middle,black,city,no
1,0.8464,senior,green,city,no
0,0.6599,youth,green,city,yes
0,0.7313,middle,red,forest,no
1,0.8096,senior,black,forest,no
1,0.8063,youth,black,city,no
1,0.6231,senior,green,forest,no
0,0.6986,youth,red,city,no
1,0.6604,senior,black,city,yes
1,0.6755,youth,black,city,no
0,0.7489,senior,black,forest,no
1,0.6002,senior,green,city,no
1,0.8062,youth,black,city,no
1,0.8733,senior,green,city,no
0,0.6577,senior,black,city,no
1,0.7758,middle,green,city,no
1,0.7191,youth,green,city,yes
0,0.8934,youth,red,forest,no
1,0.6336,middle,green,city,no
1,0.5949,youth,green,city,yes
0,0.8142,youth,green,city,yes
0,0.8828,youth,black,city,no
0,0.4836,middle,black,city,no
0,0.7296,youth,black,city,no
1,0.515,youth,black,forest,yes
1,0.7765,middle,black,forest,no
1,0.6705,youth,green,city,no
0,0.8936,senior,black,forest,no
0,0.6105,youth,black,city,no
0,0.7589,senior,black,city,no
1,0.6091,youth,black,forest,no
1,0.592,youth,black,forest,no
1,0.7281,middle,black,city,no
1,0.7463,youth,green,forest,no
1,0.8548,youth,red,city,no
1,0.7199,youth,green,city,yes
0,0.8493,youth,black,city,no
0,0.6704,youth,red,forest,no
0,0.6092,middle,green,city,no
1,0.7879,middle,black,city,yes
0,0.6523,middle,black,city,no
0,0.7366,youth,red,city,no
0,0.7897,youth,red,city,no
1,0.8245,youth,green,city,no
0,0.673,senior,green,city,no
1,0.7937,senior,black,forest,yes
0,0.6121,middle,green,city,no
0,0.6789,middle,green,city,no
1,0.5833,youth,green,forest,no
0,0.7383,middle,black,city,no
0,0.6128,senior,red,city,no
0,0.7944,middle,red,city,no
1,0.6697,youth,black,forest,no
1,0.8655,middle,green,city,yes
1,0.8178,middle,black,city,no
0,0.6008,youth,green,city,no
1,0.8324,middle,black,city,no
1,0.5685,middle,green,city,yes
0,0.4235,middle,green,city,no
0,0.6288,youth,black,city,yes
1,0.7693,youth,black,city,no
1,0.7291,youth,red,forest,no
0,0.7655,middle,red,city,no
0,0.6698,youth,black,city,no
1,0.7256,middle,green,forest,no
0,0.7848,middle,green,city,no
1,0.6955,youth,red,city,no
0,0.6866,youth,red,city,no
1,0.7762,senior,black,city,no
0,0.4112,middle,green,city,yes
1,0.5672,senior,black,forest,yes
0,0.7248,youth,red,city,no
1,0.6471,youth,red,city,no
1,0.7385,youth,green,forest,no
1,0.6469,middle,black,city,no
0,0.6586,youth,green,city,no
0,0.7736,youth,black,city,no
0,0.5669,youth,red,city,no
0,0.7004,youth,black,city,no
0,0.5676,youth,black,forest,no
0,0.4856,youth,black,city,yes
1,0.8104,youth,black,forest,no
1,0.7793,youth,green,city,no
1,0.724,youth,green,city,no
1,0.7339,middle,red,city,no
0,0.8057,youth,green,city,no
1,0.6226,middle,black,forest,no
0,0.8449,senior,green,city,no
1,0.8001,youth,black,city,no
0,0.6536,middle,red,city,no
0,0.549,senior,black,forest,no
0,0.6757,senior,black,forest,no
1,0.7404,senior,green,city,no
1,0.6785,senior,green,city,no
1,0.797,middle,red,city,no
1,0.7434,youth,green,city,no
1,0.8031,middle,green,city,no
1,0.5332,middle,green,forest,no
1,0.7028,youth,green,forest,yes
0,0.7472,senior,red,city,no
0,0.6265,middle,red,city,no
0,0.4311,middle,red,city,no
0,0.6075,middle,black,city,yes
0,0.519,youth,green,city,no
1,0.7019,senior,black,forest,no
1,0.7601,senior,green,city,no
0,0.7796,youth,black,city,no
0,0.8222,youth,black,city,yes
1,0.4837,youth,black,forest,yes
1,0.5863,youth,black,city,no
1,0.7838,middle,green,city,no
1,0.6421,senior,black,city,no
1,0.6816,senior,black,forest,no
0,0.6835,youth,black,city,no
0,0.7217,middle,red,forest,no
1,0.6934,youth,green,forest,no
1,0.743,youth,black,forest,no
1,0.6952,youth,green,city,no
0,0.6776,senior,red,forest,no
1,0.5688,youth,green,city,yes
1,0.7412,youth,green,forest,no
0,0.7771,senior,red,city,no
1,0.7158,middle,red,forest,no
0,0.6081,youth,red,forest,no
0,0.6464,middle,black,city,yes
1,0.7073,middle,red,forest,no
1,0.6131,middle,green,city,yes
1,0.686,youth,red,city,no
1,0.48,youth,green,forest,no
1,0.5288,middle,green,city,no
0,0.6909,middle,red,city,yes
0,0.4358,youth,red,forest,no
0,0.7619,senior,red,city,no
0,0.6527,middle,red,forest,no
0,0.5354,youth,red,city,no
1,0.8442,senior,red,forest,no
1,0.6403,senior,green,city,no
0,0.7664,youth,red,city,no
0,0.761,youth,red,city,no
0,0.4735,middle,red,city,no
0,0.44,middle,green,city,yes
1,0.924,youth,green,city,no
1,0.7396,youth,black,city,no
1,0.7533,youth,green,city,no
0,0.8255,youth,red,city,no
0,0.7958,youth,red,city,no
1,0.9393,middle,black,forest,no
0,0.5603,youth,black,city,no
0,0.8935,youth,red,city,no
0,0.8631,youth,black,city,no
1,0.9216,youth,green,city,no
1,0.7126,youth,green,city,no
1,0.4216,youth,black,city,no
0,0.6262,middle,green,city,no
0,0.6247,middle,red,city,no
1,0.798,youth,black,forest,no
1,0.8585,middle,red,forest,no
0,0.6869,youth,red,city,yes
1,0.7226,youth,green,city,no
0,0.793,middle,black,city,no
0,0.5994,senior,black,city,yes
1,0.4899,middle,black,city,no
0,0.5153,middle,green,city,no
0,0.4059,youth,red,forest,no
1,0.7174,senior,red,city,yes
1,0.7332,middle,green,city,yes
1,0.5773,senior,black,city,no
1,0.7739,youth,red,city,no
1,0.8212,youth,red,city,yes
0,0.6694,senior,black,city,no
1,0.7904,middle,green,city,no
1,0.6262,youth,green,city,no
1,0.7585,youth,black,forest,no
1,0.6874,middle,black,city,no
1,0.6372,youth,black,forest,no
1,0.6252,youth,black,forest,no
0,0.7859,senior,red,forest,no
1,0.6974,youth,black,city,yes
0,0.7876,youth,black,city,no
1,0.4731,youth,green,city,no
0,0.7103,middle,red,city,no
0,0.5179,middle,red,city,no
0,0.7253,middle,black,city,no
0,0.8276,middle,black,city,yes
1,0.6631,middle,green,forest,no
0,0.4727,middle,red,city,no
1,0.8348,youth,red,city,no
1,0.8952,middle,black,forest,no
0,0.6981,youth,red,city,no
0,0.669,youth,green,city,no
0,0.6423,youth,green,city,no
1,0.6837,senior,black,city,no
0,0.7712,youth,red,forest,no
1,0.5017,middle,green,city,no
0,0.5513,middle,red,city,yes
0,0.6517,middle,red,city,yes
0,0.6985,middle,red,city,no
0,0.3298,middle,green,city,no
1,0.4941,youth,green,forest,no
1,0.6326,middle,green,city,no
1,0.6795,senior,red,city,no
0,0.5314,youth,red,city,no
0,0.5915,youth,red,forest,no
1,0.7041,youth,green,city,no
0,0.6351,senior,red,city,no
0,0.7606,youth,black,city,no
0,0.504,youth,black,city,no
0,0.5089,youth,black,city,no
1,0.6416,youth,black,forest,no
0,0.6818,youth,red,city,no
1,0.7778,youth,black,forest,no
1,0.7455,senior,green,forest,no
1,0.5404,youth,red,city,no
0,0.837,youth,red,city,yes
1,0.7866,senior,green,forest,no
1,0.8615,youth,red,city,yes
1,0.6813,youth,red,city,no
0,0.6157,middle,red,forest,no
1,0.7644,middle,black,forest,no
0,0.6359,middle,black,city,no
0,0.7243,middle,red,city,no
0,0.7328,middle,black,city,yes
1,0.4809,middle,red,city,no
0,0.6812,middle,red,city,no
1,0.7996,youth,black,forest,no
0,0.5204,youth,red,city,no
1,0.6539,senior,green,city,no
1,0.7424,senior,green,forest,yes
1,0.6481,youth,black,forest,no
1,0.843,middle,black,forest,no
0,0.6695,senior,black,city,yes
0,0.634,youth,red,city,no
0,0.8308,middle,red,city,yes
1,0.8293,middle,green,city,yes
0,0.8008,senior,red,city,no
0,0.7053,youth,green,city,no
0,0.7598,youth,green,city,no
0,0.5713,middle,red,city,yes
0,0.6296,youth,green,city,no
0,0.7559,middle,red,city,no
1,0.7078,youth,black,city,no
1,0.9134,senior,black,forest,no
1,0.5972,middle,black,city,no
1,0.869,youth,green,city,no
1,0.7012,senior,green,forest,yes
0,0.7019,middle,black,city,no
1,0.7337,youth,green,city,no
1,0.7114,youth,green,forest,no
0,0.841,youth,black,city,yes
0,0.6766,middle,red,city,yes
0,0.6544,senior,black,forest,no
0,0.4498,senior,red,city,no
1,0.8215,youth,green,city,yes
0,0.4492,youth,red,city,yes
1,0.7505,middle,green,city,no
0,0.7609,youth,black,city,no
0,0.7132,middle,black,forest,no
0,0.916,youth,black,city,no
0,0.647,youth,red,city,no
1,0.589,middle,red,forest,no
0,0.6216,youth,black,city,no
1,0.5724,middle,black,city,no
0,0.8019,middle,black,city,no
0,0.8378,senior,green,city,no
0,0.7852,youth,red,city,no
1,0.4972,middle,black,city,no
1,0.612,youth,green,city,no
1,0.74,youth,red,city,no
1,0.5934,youth,black,city,no
1,0.754,youth,green,forest,no
1,0.8716,senior,green,city,no
0,0.7318,middle,black,city,no
1,0.5304,youth,red,forest,no
1,0.491,middle,red,city,no
1,0.7518,youth,red,city,no
1,0.8923,middle,red,city,no
1,0.718,middle,green,city,no
1,0.7471,youth,black,forest,no
1,0.8128,senior,green,city,no
1,0.5077,middle,green,city,no
0,0.5739,middle,red,city,no
0,0.7243,youth,red,city,no
1,0.645,middle,green,forest,no
0,0.6475,middle,red,city,no
0,0.7877,middle,black,forest,no
1,0.6448,youth,black,forest,no
0,0.7995,youth,black,city,no
0,0.8053,youth,black,city,no
1,0.6325,youth,black,city,no
1,0.7696,middle,black,city,no
0,0.621,senior,green,city,no
1,0.6767,senior,red,forest,no
1,0.7253,middle,red,city,no
1,0.9057,youth,black,forest,yes
0,0.6141,middle,red,forest,no
0,0.5926,middle,black,city,no
0,0.8413,youth,green,city,no
0,0.6704,youth,red,city,no
0,0.65,middle,green,city,no
0,0.8687,youth,red,forest,no
1,0.624,youth,black,forest,no
0,0.624,middle,red,city,no
1,0.4827,youth,red,city,no
0,0.7504,senior,red,city,no
1,0.7513,youth,green,forest,no
0,0.3446,middle,green,city,no
0,0.6903,youth,green,city,no
1,0.722,youth,red,forest,no
0,0.5646,youth,red,city,no
1,0.4328,senior,black,city,no
1,0.6153,senior,black,city,yes
0,0.6833,senior,black,city,no
0,0.6549,middle,black,city,no
1,0.9035,middle,red,city,no
1,0.6595,youth,black,forest,no
0,0.6911,youth,black,city,no
1,0.7954,youth,green,forest,no
1,0.4165,middle,green,forest,no
0,0.4379,youth,green,city,no
0,0.6308,middle,red,city,no
1,0.7415,middle,black,forest,no
1,0.4417,middle,green,forest,no
1,0.6949,youth,black,forest,yes
0,0.5234,senior,green,city,no
1,0.569,youth,green,forest,yes
0,0.7268,youth,red,city,no
0,0.9195,middle,green,city,no
1,0.6551,senior,green,city,no
1,0.7399,middle,red,forest,no
0,0.676,youth,black,city,no
0,0.8443,middle,black,city,no
1,0.7948,middle,red,city,no
0,0.5769,middle,red,city,no
1,0.7777,youth,red,city,no
1,0.4085,senior,black,city,no
0,0.5245,middle,black,forest,no
0,0.4269,youth,black,city,no
1,0.6872,youth,green,forest,no
1,0.8604,middle,black,forest,no
0,0.6964,youth,black,city,no
0,0.7486,senior,black,city,no
1,0.7077,senior,green,city,no
1,0.8226,middle,black,forest,no
0,0.9389,senior,black,city,no
1,0.694,youth,red,city,no
1,0.8565,middle,green,city,yes
1,0.7935,youth,black,forest,no
1,0.7342,youth,black,forest,no
0,0.8104,senior,green,city,no
0,0.8302,senior,red,city,yes
1,0.7116,middle,green,city,yes
0,0.6473,middle,green,city,no
1,0.8977,youth,black,city,no
0,0.9125,youth,red,city,no
0,0.6433,middle,green,city,no
0,0.7665,middle,red,city,no
1,0.7974,youth,green,forest,no
0,0.6029,youth,green,city,no
0,0.5818,middle,green,city,yes
0,0.7479,middle,red,city,no
1,0.7518,youth,red,city,yes
0,0.6291,middle,black,city,yes
1,0.7748,middle,black,forest,no
0,0.6557,youth,red,city,yes
1,0.8473,middle,black,forest,no
0,0.725,middle,black,city,no
0,0.4998,youth,black,city,no
1,0.8444,senior,red,forest,no
0,0.7408,senior,black,city,no
0,0.5125,youth,black,forest,no
1,0.6315,youth,green,city,yes
1,0.5442,middle,red,city,no
1,0.508,youth,green,forest,no
1,0.6934,youth,red,city,yes
1,0.7993,youth,black,city,yes
0,0.6918,senior,black,city,no
0,0.7406,middle,black,city,no
1,0.665,youth,black,city,no
0,0.7897,middle,red,city,no
0,0.5398,middle,black,city,no
1,0.5342,senior,green,city,no
1,0.7013,youth,green,city,yes
0,0.8189,senior,red,forest,no
0,0.6967,youth,black,city,no
1,0.682,youth,green,city,no
0,0.5355,senior,green,city,no
1,0.7168,youth,red,forest,no
1,0.3217,youth,red,city,no
1,0.4481,middle,green,forest,no
0,0.6712,youth,red,forest,no
1,0.6486,youth,black,city,no
0,0.7138,senior,black,city,no
0,0.6366,youth,red,city,no
1,0.6793,youth,green,city,no
1,0.8499,middle,green,forest,no
1,0.7929,middle,green,city,no
0,0.79,youth,red,city,yes
0,0.9294,middle,red,city,no
0,0.5542,middle,black,forest,no
1,0.8097,senior,green,city,no
0,0.5643,youth,black,city,no
1,0.8919,youth,green,city,no
1,0.766,senior,green,city,no
1,0.5862,youth,red,forest,no
0,0.4062,youth,green,city,no
1,0.6033,youth,black,city,no
0,0.864,middle,black,city,no
1,0.7501,middle,red,city,no
1,0.7715,middle,green,city,yes
0,0.8536,youth,red,city,no
0,0.7136,youth,black,city,no
1,0.662,youth,green,city,no
1,0.6354,youth,black,city,no
0,0.7959,senior,black,city,no
0,0.5668,youth,green,forest,yes
1,0.5668,senior,black,city,yes
1,0.8623,youth,green,city,no
1,0.7394,senior,red,city,no
1,0.7679,youth,green,forest,no
0,0.7546,youth,red,city,yes
0,0.5383,youth,black,city,no
1,0.7412,middle,green,city,yes
0,0.4943,middle,black,city,no
0,0.8329,youth,red,city,no
1,0.6873,senior,black,city,yes
0,0.7648,middle,black,city,no
0,0.7625,youth,black,city,no
0,0.8284,youth,green,city,no
1,0.9067,middle,black,forest,no
1,0.6445,middle,black,forest,no
1,0.7646,youth,red,city,yes
1,0.6437,youth,green,forest,yes
0,0.9107,middle,red,city,no
0,0.7953,youth,red,city,no
1,0.5381,youth,black,forest,no
0,0.6105,youth,red,forest,no
1,0.8562,youth,red,forest,no
1,0.6645,youth,green,city,no
1,0.6444,youth,black,forest,no
1,0.7365,middle,black,city,no
0,0.4747,middle,black,forest,no
0,0.7523,middle,red,city,no
0,0.793,youth,red,city,no
1,0.8074,youth,red,city,no
1,0.6022,middle,black,city,no
1,0.696,middle,red,city,no
1,0.8718,youth,green,city,no
0,0.769,youth,green,city,no
1,0.7158,youth,green,forest,no
0,0.5273,middle,red,city,no
0,0.5999,senior,red,city,no
1,0.6639,youth,red,city,no
1,0.7119,youth,black,city,no
0,0.5415,middle,black,city,yes
0,0.6183,youth,red,forest,no
1,0.7157,middle,red,forest,no
0,0.4895,middle,red,city,no
0,0.8524,youth,red,city,yes
0,0.8203,senior,red,city,no
1,0.8469,middle,red,city,no
0,0.8378,youth,black,city,yes
0,0.8795,youth,red,city,yes
0,0.5297,senior,green,city,no
0,0.9067,youth,red,city,no
1,0.514,youth,red,city,no
0,0.4772,youth,black,forest,yes
1,0.5671,middle,black,city,no
0,0.7743,youth,black,city,no
1,0.6289,senior,red,forest,no
1,0.8931,middle,red,city,no
0,0.6457,youth,black,city,no
0,0.7055,senior,black,city,yes
1,0.4728,middle,black,forest,no
1,0.6286,middle,black,forest,no
0,0.8098,youth,red,city,no
0,0.6133,youth,green,forest,no
1,0.6919,middle,green,forest,no
1,0.5827,middle,red,forest,yes
0,0.6574,senior,red,city,no
1,0.5637,middle,green,city,no
1,0.4322,middle,green,city,no
0,0.8031,middle,red,city,no
1,0.7947,middle,red,city,yes
1,0.7025,middle,green,forest,no
0,0.6699,youth,red,city,no
0,0.7158,youth,red,city,no
1,0.948,middle,green,city,yes
1,0.8175,middle,red,forest,no
0,0.4433,middle,red,city,no
1,0.6569,youth,green,city,no
1,0.4263,youth,red,city,no
0,0.4761,middle,black,city,no
1,0.4666,youth,green,forest,yes
0,0.5193,middle,red,city,no
1,0.6367,middle,red,city,no
1,0.5699,youth,red,city,no
1,0.4755,youth,black,city,no
1,0.7107,youth,green,city,no
0,0.677,middle,black,city,no
0,0.6857,senior,red,city,yes
0,0.6201,youth,black,city,no
1,0.7056,youth,green,forest,no
0,0.6263,middle,black,city,no
1,0.7096,youth,green,city,no
0,0.8939,middle,red,forest,no
1,0.5036,middle,black,city,no
1,0.6084,middle,green,forest,no
1,0.7607,middle,green,city,yes
0,0.9331,youth,black,city,no
0,0.7423,youth,black,city,yes
0,0.7452,youth,red,city,no
0,0.6535,senior,black,city,no
1,0.8571,youth,red,city,no
0,0.8098,middle,red,city,no
1,0.7788,senior,green,forest,no
1,0.8456,middle,red,forest,yes
1,0.8136,middle,black,forest,yes
1,0.7287,middle,black,city,no
1,0.7317,senior,green,forest,no
